Site,session_id,age
PennStateAbington,NA,NA
PennStateAbington,7406640,18
PennStateAbington,NA,NA
PennStateAbington,7407412,21
PennStateAbington,7407615,21
PennStateAbington,7407646,17
PennStateAbington,7407732,21
PennStateAbington,7407755,22
PennStateAbington,NA,NA
PennStateAbington,7407915,19
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,7422676,18
PennStateAbington,7422686,18
PennStateAbington,7422758,19
PennStateAbington,NA,NA
PennStateAbington,7423070,19
PennStateAbington,NA,NA
PennStateAbington,7423117,18
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,7423335,18
PennStateAbington,7423356,18
PennStateAbington,7423432,20
PennStateAbington,7423454,18
PennStateAbington,NA,NA
PennStateAbington,7423574,18
PennStateAbington,7423642,21
PennStateAbington,7392215,18
PennStateAbington,NA,NA
PennStateAbington,7423665,22
PennStateAbington,7427759,18
PennStateAbington,7427800,21
PennStateAbington,7434594,19.5
PennStateAbington,7434600,18
PennStateAbington,7434668,19
PennStateAbington,7434663,19
PennStateAbington,7436844,21
PennStateAbington,7437014,20
PennStateAbington,7392329,18
PennStateAbington,7437001,19
PennStateAbington,7437120,18
PennStateAbington,7437123,20
PennStateAbington,NA,NA
PennStateAbington,7437184,44
PennStateAbington,7437194,20
PennStateAbington,7437254,18
PennStateAbington,7437696,18
PennStateAbington,7437724,20
PennStateAbington,7437807,20
PennStateAbington,7392407,19
PennStateAbington,7438080,21
PennStateAbington,7438097,18
PennStateAbington,7438220,46
PennStateAbington,7438247,19
PennStateAbington,7438383,20
PennStateAbington,7438428,18
PennStateAbington,NA,NA
PennStateAbington,7443448,19
PennStateAbington,7443534,19
PennStateAbington,7443575,20
PennStateAbington,7392428,19
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,7596584,18
PennStateAbington,7596590,19
PennStateAbington,7596614,18
PennStateAbington,NA,NA
PennStateAbington,7596755,18
PennStateAbington,7392541,18
PennStateAbington,7596877,19
PennStateAbington,7423138,18
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,NA,NA
PennStateAbington,7603759,18
PennStateAbington,7423045,19
PennStateAbington,7603894,18
PennStateAbington,7611382,30
PennStateAbington,NA,NA
PennStateAbington,7625166,18
PennStateAbington,7471446,18
PennStateAbington,7423546,20
PennStateAbington,7423801,20
PennStateAbington,7406377,21
PennStateAbington,7406381,18
PennStateAbington,7388398,NA
PennStateAbington,7391707,19
PennStateAbington,7391740,19
PennStateAbington,7403772,19
PennStateAbington,7403785,19
PennStateAbington,7403849,20
PennStateAbington,7403850,22
PennStateAbington,7437180,19
PennStateAbington,7413332,26
PennStateAbington,7567576,19
PennStateAbington,7406391,49
PennStateAbington,7406505,19
PennStateAbington,7406555,19
PennStateAbington,7406639,20
PennStateAbington,7567784,18
PennStateAbington,7408011,20
PennStateAbington,7443452,17
PennStateAbington,7413277,39
PennStateAbington,7413346,22
PennStateAbington,7423322,18
PennStateAbington,7567554,20
PennStateAbington,7567654,23
PennStateAbington,7596751,21
PennStateAbington,7603404,19
PennStateAbington,7635188,NA
PennStateAbington,7603332,18
PennStateAbington,7603494,18
PennStateAbington,7567748,19
PennStateAbington,7603346,22
SanDiegoStateUniversity,7425642,19
SanDiegoStateUniversity,7440828,21
SanDiegoStateUniversity,7556932,18
SanDiegoStateUniversity,7556929,19
SanDiegoStateUniversity,7556930,18
SanDiegoStateUniversity,NA,NA
SanDiegoStateUniversity,7557073,18
SanDiegoStateUniversity,7570534,18
SanDiegoStateUniversity,7570532,18
SanDiegoStateUniversity,7570533,19
SanDiegoStateUniversity,7570668,19
SanDiegoStateUniversity,7440830,19
SanDiegoStateUniversity,7570665,18
SanDiegoStateUniversity,7570667,19
SanDiegoStateUniversity,7570666,19
SanDiegoStateUniversity,NA,NA
SanDiegoStateUniversity,7572968,18
SanDiegoStateUniversity,7573084,18
SanDiegoStateUniversity,NA,NA
SanDiegoStateUniversity,7573082,18
SanDiegoStateUniversity,7573081,18
SanDiegoStateUniversity,7608243,19
SanDiegoStateUniversity,7440832,18
SanDiegoStateUniversity,7608242,18
SanDiegoStateUniversity,7608264,19
SanDiegoStateUniversity,7608244,18
SanDiegoStateUniversity,7608567,18
SanDiegoStateUniversity,7608568,31
SanDiegoStateUniversity,NA,NA
SanDiegoStateUniversity,7612910,18
SanDiegoStateUniversity,7612912,35
SanDiegoStateUniversity,7613208,18
SanDiegoStateUniversity,7613206,19
SanDiegoStateUniversity,7441094,18
SanDiegoStateUniversity,7613205,18
SanDiegoStateUniversity,7613207,18
SanDiegoStateUniversity,7636248,22
SanDiegoStateUniversity,7636249,18
SanDiegoStateUniversity,7636247,19
SanDiegoStateUniversity,7636492,21
SanDiegoStateUniversity,7636490,21
SanDiegoStateUniversity,7636489,22
SanDiegoStateUniversity,7441093,18
SanDiegoStateUniversity,7441095,18
SanDiegoStateUniversity,7444574,18
SanDiegoStateUniversity,7444575,18
SanDiegoStateUniversity,7444577,18
SanDiegoStateUniversity,7444578,18
SanDiegoStateUniversity,7425641,38
SanDiegoStateUniversity,7444739,45
SanDiegoStateUniversity,7444742,20
SanDiegoStateUniversity,7444738,19
SanDiegoStateUniversity,7457428,18
SanDiegoStateUniversity,7457432,18
SanDiegoStateUniversity,7457435,18
SanDiegoStateUniversity,7457437,19
SanDiegoStateUniversity,7457611,18
SanDiegoStateUniversity,7457613,30
SanDiegoStateUniversity,7457612,19
SanDiegoStateUniversity,7425644,20
SanDiegoStateUniversity,7460321,18
SanDiegoStateUniversity,7460317,18
SanDiegoStateUniversity,7460319,18
SanDiegoStateUniversity,7460320,19
SanDiegoStateUniversity,7460442,18
SanDiegoStateUniversity,7460441,19
SanDiegoStateUniversity,7460444,18
SanDiegoStateUniversity,7460440,25
SanDiegoStateUniversity,7472226,19
SanDiegoStateUniversity,7472229,18
SanDiegoStateUniversity,7425795,21
SanDiegoStateUniversity,7472227,23
SanDiegoStateUniversity,7472365,18
SanDiegoStateUniversity,7472366,18
SanDiegoStateUniversity,7474885,18
SanDiegoStateUniversity,7474887,18
SanDiegoStateUniversity,7474886,18
SanDiegoStateUniversity,7475054,19
SanDiegoStateUniversity,7475072,18
SanDiegoStateUniversity,7475071,18
SanDiegoStateUniversity,7487263,20
SanDiegoStateUniversity,7425793,18
SanDiegoStateUniversity,7487264,18
SanDiegoStateUniversity,7487258,18
SanDiegoStateUniversity,7487466,18
SanDiegoStateUniversity,7487468,24
SanDiegoStateUniversity,7487467,20
SanDiegoStateUniversity,7490424,18
SanDiegoStateUniversity,7490421,22
SanDiegoStateUniversity,7490422,19
SanDiegoStateUniversity,7490423,20
SanDiegoStateUniversity,7490620,18
SanDiegoStateUniversity,7428674,23
SanDiegoStateUniversity,7490618,18
SanDiegoStateUniversity,7490624,18
SanDiegoStateUniversity,7504521,19
SanDiegoStateUniversity,7504523,18
SanDiegoStateUniversity,7504518,19
SanDiegoStateUniversity,7504520,19
SanDiegoStateUniversity,7504667,19
SanDiegoStateUniversity,7504664,19
SanDiegoStateUniversity,7504666,18
SanDiegoStateUniversity,7504669,20
SanDiegoStateUniversity,7428673,19
SanDiegoStateUniversity,7507612,20
SanDiegoStateUniversity,7507613,18
SanDiegoStateUniversity,7507615,18
SanDiegoStateUniversity,7507797,19
SanDiegoStateUniversity,7507791,18
SanDiegoStateUniversity,7507792,20
SanDiegoStateUniversity,7527366,19
SanDiegoStateUniversity,7527372,19
SanDiegoStateUniversity,7527588,18
SanDiegoStateUniversity,7527587,18
SanDiegoStateUniversity,7428675,18
SanDiegoStateUniversity,7530425,18
SanDiegoStateUniversity,7530426,21
SanDiegoStateUniversity,7530547,18
SanDiegoStateUniversity,7530560,20
SanDiegoStateUniversity,7530548,23
SanDiegoStateUniversity,7530555,18
SanDiegoStateUniversity,7541145,18
SanDiegoStateUniversity,7541144,23
SanDiegoStateUniversity,7541143,18
SanDiegoStateUniversity,7541306,18
SanDiegoStateUniversity,7428912,19
SanDiegoStateUniversity,7541307,18
SanDiegoStateUniversity,7543667,29
SanDiegoStateUniversity,7543665,18
SanDiegoStateUniversity,7543664,18
SanDiegoStateUniversity,7543666,18
SanDiegoStateUniversity,7543773,19
SanDiegoStateUniversity,7543771,18
SanDiegoStateUniversity,7543772,18
SanDiegoStateUniversity,7543774,18
SanDiegoStateUniversity,7556933,19
SanDiegoStateUniversity,7420474,NA
SanDiegoStateUniversity,7557072,18
SanDiegoStateUniversity,7557074,18
SanDiegoStateUniversity,7608569,18
SanDiegoStateUniversity,7572969,19
SanDiegoStateUniversity,7573083,18
SanDiegoStateUniversity,7425794,NA
SanDiegoStateUniversity,7420361,23
SanDiegoStateUniversity,7420362,NA
SanDiegoStateUniversity,7420472,23
SanDiegoStateUniversity,7420473,NA
TexasAandM,7604606,19
TexasAandM,7608086,19
TexasAandM,7604602,18
TexasAandM,7608300,22
TexasAandM,7498447,19
TexasAandM,7596763,19
TexasAandM,7596853,18
TexasAandM,7596855,18
TexasAandM,7596947,22
TexasAandM,7596945,19
TexasAandM,7597153,18
TexasAandM,7597363,19
TexasAandM,7597539,20
TexasAandM,7597346,19
TexasAandM,7597558,18
TexasAandM,7498448,21
TexasAandM,7597752,19
TexasAandM,7597943,20
TexasAandM,7598324,18
TexasAandM,7598333,19
TexasAandM,7599031,18
TexasAandM,7598759,19
TexasAandM,7599032,19
TexasAandM,7599030,21
TexasAandM,7603191,20
TexasAandM,7603189,19
TexasAandM,7498793,18
TexasAandM,7603192,18
TexasAandM,7603414,18
TexasAandM,NA,NA
TexasAandM,NA,NA
TexasAandM,7604357,18
TexasAandM,7604349,18
TexasAandM,7604344,18
TexasAandM,7604599,18
TexasAandM,NA,NA
TexasAandM,7498796,20
TexasAandM,7604858,19
TexasAandM,7607503,19
TexasAandM,NA,NA
TexasAandM,7607693,18
TexasAandM,7607694,19
TexasAandM,7607932,18
TexasAandM,7607930,20
TexasAandM,NA,NA
TexasAandM,7608979,19
TexasAandM,7498926,18
TexasAandM,7609011,19
TexasAandM,7609184,19
TexasAandM,7609152,18
TexasAandM,7609159,18
TexasAandM,7609325,20
TexasAandM,7609326,18
TexasAandM,7609328,20
TexasAandM,NA,NA
TexasAandM,NA,NA
TexasAandM,7611899,18
TexasAandM,7498922,18
TexasAandM,7611905,19
TexasAandM,7612107,NA
TexasAandM,7612305,19
TexasAandM,7612308,19
TexasAandM,7612241,20`
TexasAandM,7612446,18
TexasAandM,7612450,18
TexasAandM,7612443,19
TexasAandM,7612694,20
TexasAandM,7612696,20
TexasAandM,7499080,19
TexasAandM,7612693,20
TexasAandM,7612859,19
TexasAandM,7612860,20
TexasAandM,7612862,20
TexasAandM,7613100,20
TexasAandM,7613098,19
TexasAandM,7613357,18
TexasAandM,7613358,19
TexasAandM,7613523,19
TexasAandM,7613527,21
TexasAandM,7499079,18
TexasAandM,7616253,21
TexasAandM,7616255,19
TexasAandM,7616426,18
TexasAandM,NA,NA
TexasAandM,7616500,18
TexasAandM,7616497,18
TexasAandM,7616646,19
TexasAandM,7616692,18
TexasAandM,7616837,18
TexasAandM,7616762,18
TexasAandM,7499199,18
TexasAandM,7616761,18
TexasAandM,7616993,19
TexasAandM,7616995,18
TexasAandM,7616988,18
TexasAandM,7617145,18
TexasAandM,7617142,19
TexasAandM,7617146,19
TexasAandM,7499362,18
TexasAandM,7499373,19
TexasAandM,7499424,18
TexasAandM,7499521,18
TexasAandM,7499523,19
TexasAandM,7499516,18
TexasAandM,7501606,18
TexasAandM,7501617,19
TexasAandM,7501767,20
TexasAandM,7501768,19
TexasAandM,7501887,19
TexasAandM,7501941,18
TexasAandM,7502167,18
TexasAandM,7502168,18
TexasAandM,7502172,18
TexasAandM,7502300,18
TexasAandM,7502304,19
TexasAandM,7502298,18
TexasAandM,7502417,19
TexasAandM,7502416,18
TexasAandM,7503997,18
TexasAandM,7503995,18
TexasAandM,7503996,19
TexasAandM,7504148,19
TexasAandM,7504146,19
TexasAandM,7504258,18
TexasAandM,7504256,18
TexasAandM,7504369,18
TexasAandM,7504368,18
TexasAandM,7504564,18
TexasAandM,7504563,19
TexasAandM,7504634,21
TexasAandM,7504635,18
TexasAandM,7504748,18
TexasAandM,7504746,18
TexasAandM,7504854,18
TexasAandM,7504853,19
TexasAandM,7504970,18
TexasAandM,7505010,18
TexasAandM,7504974,19
TexasAandM,7505124,19
TexasAandM,7505127,19
TexasAandM,NA,NA
TexasAandM,7505256,19
TexasAandM,7505258,18
TexasAandM,NA,NA
TexasAandM,7506953,18
TexasAandM,7507063,19
TexasAandM,7507054,18
TexasAandM,7507155,20
TexasAandM,7507157,18
TexasAandM,7498224,18
TexasAandM,7507289,18
TexasAandM,7507293,18
TexasAandM,7507241,19
TexasAandM,7507409,18
TexasAandM,7507410,18
TexasAandM,7507585,19
TexasAandM,7507582,18
TexasAandM,7507832,20
TexasAandM,7507838,20
TexasAandM,7507839,19
TexasAandM,7498326,18
TexasAandM,7508008,20
TexasAandM,7508009,18
TexasAandM,7508006,19
TexasAandM,7508114,19
TexasAandM,7508116,18
TexasAandM,7508119,18
TexasAandM,7509869,21
TexasAandM,7510231,18
TexasAandM,7510263,18
TexasAandM,7510469,19
TexasAandM,7498340,18
TexasAandM,NA,NA
TexasAandM,7510731,19
TexasAandM,NA,NA
TexasAandM,7510985,18
TexasAandM,7510988,18
TexasAandM,7511456,18
TexasAandM,7511453,19
TexasAandM,7511190,18
TexasAandM,7511179,18
TexasAandM,7596760,21
TexasAandM,7616425,19
TexasAandM,7616424,18
TexasAandM,7510630,21
TexasAandM,7505126,18
TexasAandM,7507005,NA
TexasAandM,7609468,20
TexasAandM,7603695,18
TexasAandM,7609469,19
TexasAandM,7607500,19
TexasAandM,7506948,NA
TexasAandM,7603736,18
UCDavis,NA,NA
UCDavis,7473055,21
UCDavis,7613656,18
UCDavis,NA,NA
UCDavis,7613907,21
UCDavis,NA,NA
UCDavis,7625637,19
UCDavis,7625889,18
UCDavis,7626198,19
UCDavis,7631398,20
UCDavis,7631705,25
UCDavis,7631893,21
UCDavis,NA,NA
UCDavis,7632215,19
UCDavis,7632428,19
UCDavis,7632611,22
UCDavis,7632794,23
UCDavis,7637520,19
UCDavis,7637667,19
UCDavis,7637819,19
UCDavis,7637964,19
UCDavis,7643628,21
UCDavis,7643907,19
UCDavis,7474811,50
UCDavis,7643999,18
UCDavis,7474984,18
UCDavis,NA,NA
UCDavis,7475266,18
UCDavis,7475330,19
UCDavis,7475396,18
UCDavis,NA,NA
UCDavis,7481757,19
UCDavis,NA,NA
UCDavis,7481830,19
UCDavis,7481909,20
UCDavis,7481974,19
UCDavis,7483609,20
UCDavis,7483649,20
UCDavis,7581388,NA
UCDavis,NA,NA
UCDavis,NA,NA
UCDavis,7483903,19
UCDavis,7484079,19
UCDavis,7484148,18
UCDavis,NA,NA
UCDavis,7484227,18
UCDavis,7484309,20
UCDavis,7484390,26
UCDavis,7488050,20
UCDavis,7488107,22
UCDavis,7488201,31
UCDavis,7488262,20
UCDavis,7490411,18
UCDavis,7490464,19
UCDavis,7490654,19
UCDavis,NA,NA
UCDavis,7490793,20
UCDavis,7490879,21
UCDavis,7490998,19
UCDavis,7491084,24
UCDavis,7499669,23
UCDavis,7499776,20
UCDavis,7499834,19
UCDavis,7499906,18
UCDavis,7502430,19
UCDavis,7502705,20
UCDavis,NA,NA
UCDavis,7505175,20
UCDavis,7505273,20
UCDavis,7505336,18
UCDavis,7505399,20
UCDavis,7507287,19
UCDavis,7507388,18
UCDavis,7507577,19
UCDavis,7507680,19
UCDavis,7507913,20
UCDavis,7528212,19
UCDavis,NA,NA
UCDavis,7528314,18
UCDavis,7528382,21
UCDavis,7528457,21
UCDavis,7554782,19
UCDavis,NA,NA
UCDavis,7554936,18
UCDavis,7554999,21
UCDavis,7555047,21
UCDavis,7556988,23
UCDavis,7557045,22
UCDavis,NA,NA
UCDavis,7557109,19
UCDavis,7557158,20
UCDavis,7557265,19
UCDavis,7557309,18
UCDavis,7572963,19
UCDavis,7573089,21
UCDavis,7573198,we
UCDavis,7573315,22
UCDavis,7573373,19
UCDavis,7573410,20
UCDavis,NA,NA
UCDavis,7573485,21
UCDavis,7579355,NA
UCDavis,7581308,19
UCDavis,NA,NA
UCDavis,7581468,19
UCDavis,7581527,21
UCDavis,7581626,19
UCDavis,7581681,19
UCDavis,NA,NA
UCDavis,7581819,19
UCDavis,NA,NA
UCDavis,7581885,21
UCDavis,7605054,21
UCDavis,7467918,18
UCDavis,7483990,18
UCDavis,7605151,18
UCDavis,7605269,18
UCDavis,7609447,18
UCDavis,NA,NA
UCDavis,7612974,20
UCDavis,7613132,19
UCDavis,7613291,20
UCDavis,7613398,21
UCDavis,7470332,21
UCDavis,7467991,20
UCDavis,7467833,20
UCDavis,7472908,20
UCDavis,7470231,19
UCDavis,7470408,19
UCDavis,7470483,18
UCDavis,7612846,20
UCDavis,7472982,21
UCDavis,7475080,19
UCDavis,7475447,NA
UCDavis,7625515,NA
UCDavis,7554872,18
UCDavis,7483723,20
UCDavis,7467731,NA
UCDavis,7613786,18
UCDavis,7581766,NA
UCRiverside,7481150,23
UCRiverside,7527353,18
UCRiverside,7527315,21
UCRiverside,7527652,19
UCRiverside,7527639,18
UCRiverside,7530284,20
UCRiverside,7530570,22
UCRiverside,7530749,20
UCRiverside,7530899,18
UCRiverside,NA,NA
UCRiverside,7532124,19
UCRiverside,7481298,21
UCRiverside,NA,NA
UCRiverside,NA,NA
UCRiverside,7532401,18
UCRiverside,7535999,21
UCRiverside,7536210,19
UCRiverside,7536370,19
UCRiverside,7536730,21
UCRiverside,7536884,19
UCRiverside,7538740,19
UCRiverside,7538910,18
UCRiverside,7481317,18
UCRiverside,7539297,19
UCRiverside,7539298,18
UCRiverside,7539467,19
UCRiverside,7539469,20
UCRiverside,7541048,19
UCRiverside,7541135,18
UCRiverside,7541124,18
UCRiverside,7541319,18
UCRiverside,7541333,NA
UCRiverside,7543510,19
UCRiverside,7481577,18
UCRiverside,7543672,20
UCRiverside,NA,NA
UCRiverside,7543930,18
UCRiverside,7543939,17
UCRiverside,7545276,21
UCRiverside,7545279,17
UCRiverside,7545471,20
UCRiverside,7545615,20
UCRiverside,7545616,21
UCRiverside,7545825,20
UCRiverside,NA,NA
UCRiverside,7545925,18
UCRiverside,7545924,18
UCRiverside,7545978,19
UCRiverside,7549541,22
UCRiverside,7549873,22
UCRiverside,7550161,19
UCRiverside,7550164,23
UCRiverside,7550231,19
UCRiverside,7550265,19
UCRiverside,7550360,19
UCRiverside,NA,NA
UCRiverside,7550359,21
UCRiverside,7550481,18
UCRiverside,7550482,22
UCRiverside,7554124,20
UCRiverside,7554254,18
UCRiverside,7554259,19
UCRiverside,7556798,19
